,angle,distance,homogeneity
12,1.5707963267948966,3,[0.93105126]
13,1.5707963267948966,4,[0.92381721]
14,1.5707963267948966,5,[0.91894266]
15,4.71238898038469,1,[0.95615814]
16,4.71238898038469,2,[0.93935475]
17,4.71238898038469,3,[0.93105126]
18,4.71238898038469,4,[0.92381721]
19,4.71238898038469,5,[0.91894266]
0,0.0,1,[0.89481446]
1,0.0,2,[0.86006539]
2,0.0,3,[0.8546643]
3,0.0,4,[0.85377643]
4,0.0,5,[0.85274224]
5,0.7853981633974483,1,[0.89619366]
6,0.7853981633974483,2,[0.89619366]
7,0.7853981633974483,3,[0.85874565]
8,0.7853981633974483,4,[0.84340182]
9,0.7853981633974483,5,[0.83197227]
10,1.5707963267948966,1,[0.91118613]
11,1.5707963267948966,2,[0.86572681]
12,1.5707963267948966,3,[0.84717059]
13,1.5707963267948966,4,[0.83674889]
14,1.5707963267948966,5,[0.83065104]
15,4.71238898038469,1,[0.91118613]
16,4.71238898038469,2,[0.86572681]
17,4.71238898038469,3,[0.84717059]
18,4.71238898038469,4,[0.83674889]
19,4.71238898038469,5,[0.83065104]
0,0.0,1,[0.40456946]
1,0.0,2,[0.30983282]
2,0.0,3,[0.28380066]
3,0.0,4,[0.27282297]
4,0.0,5,[0.2635797]
5,0.7853981633974483,1,[0.26904531]
6,0.7853981633974483,2,[0.26904531]
7,0.7853981633974483,3,[0.28508651]
8,0.7853981633974483,4,[0.27179881]
9,0.7853981633974483,5,[0.2606229]
10,1.5707963267948966,1,[0.31008485]
11,1.5707963267948966,2,[0.27903646]
12,1.5707963267948966,3,[0.28319308]
13,1.5707963267948966,4,[0.26592722]
14,1.5707963267948966,5,[0.26012321]
15,4.71238898038469,1,[0.31008485]
16,4.71238898038469,2,[0.27903646]
17,4.71238898038469,3,[0.28319308]
18,4.71238898038469,4,[0.26592722]
19,4.71238898038469,5,[0.26012321]
0,0.0,1,[0.57667662]
1,0.0,2,[0.52078868]
2,0.0,3,[0.51655288]
3,0.0,4,[0.51554221]
4,0.0,5,[0.51686531]
5,0.7853981633974483,1,[0.56873037]
6,0.7853981633974483,2,[0.56873037]
7,0.7853981633974483,3,[0.53011999]
8,0.7853981633974483,4,[0.51061603]
9,0.7853981633974483,5,[0.50599359]
10,1.5707963267948966,1,[0.65217645]
11,1.5707963267948966,2,[0.55445803]
12,1.5707963267948966,3,[0.51530339]
13,1.5707963267948966,4,[0.50767171]
14,1.5707963267948966,5,[0.50200193]
15,4.71238898038469,1,[0.65217645]
16,4.71238898038469,2,[0.55445803]
17,4.71238898038469,3,[0.51530339]
18,4.71238898038469,4,[0.50767171]
19,4.71238898038469,5,[0.50200193]
0,0.0,1,[0.52645039]
1,0.0,2,[0.466447]
2,0.0,3,[0.47327267]
3,0.0,4,[0.46955781]
4,0.0,5,[0.4704033]
5,0.7853981633974483,1,[0.47829302]
6,0.7853981633974483,2,[0.47829302]
7,0.7853981633974483,3,[0.44336979]
8,0.7853981633974483,4,[0.4283065]
9,0.7853981633974483,5,[0.41980893]
10,1.5707963267948966,1,[0.58831945]
11,1.5707963267948966,2,[0.48259851]
12,1.5707963267948966,3,[0.4412961]
13,1.5707963267948966,4,[0.42621297]
14,1.5707963267948966,5,[0.42050197]
15,4.71238898038469,1,[0.58831945]
16,4.71238898038469,2,[0.48259851]
17,4.71238898038469,3,[0.4412961]
18,4.71238898038469,4,[0.42621297]
19,4.71238898038469,5,[0.42050197]
0,0.0,1,[0.54527692]
1,0.0,2,[0.45570464]
2,0.0,3,[0.414997]
3,0.0,4,[0.3935725]
4,0.0,5,[0.38320508]
5,0.7853981633974483,1,[0.50479196]
6,0.7853981633974483,2,[0.50479196]
7,0.7853981633974483,3,[0.43711466]
8,0.7853981633974483,4,[0.38921602]
9,0.7853981633974483,5,[0.34725798]
10,1.5707963267948966,1,[0.51830373]
11,1.5707963267948966,2,[0.42642432]
12,1.5707963267948966,3,[0.39910942]
13,1.5707963267948966,4,[0.34338094]
14,1.5707963267948966,5,[0.30937052]
15,4.71238898038469,1,[0.51830373]
16,4.71238898038469,2,[0.42642432]
17,4.71238898038469,3,[0.39910942]
18,4.71238898038469,4,[0.34338094]
19,4.71238898038469,5,[0.30937052]
0,0.0,1,[0.85536273]
1,0.0,2,[0.83065075]
2,0.0,3,[0.82717721]
3,0.0,4,[0.82478171]
4,0.0,5,[0.82326825]
5,0.7853981633974483,1,[0.88359696]
6,0.7853981633974483,2,[0.88359696]
7,0.7853981633974483,3,[0.84347035]
8,0.7853981633974483,4,[0.82638946]
9,0.7853981633974483,5,[0.81205852]
10,1.5707963267948966,1,[0.87696706]
11,1.5707963267948966,2,[0.84096201]
12,1.5707963267948966,3,[0.83323971]
13,1.5707963267948966,4,[0.8261678]
14,1.5707963267948966,5,[0.82004797]
15,4.71238898038469,1,[0.87696706]
16,4.71238898038469,2,[0.84096201]
17,4.71238898038469,3,[0.83323971]
18,4.71238898038469,4,[0.8261678]
19,4.71238898038469,5,[0.82004797]
0,0.0,1,[0.8043487]
1,0.0,2,[0.78160831]
2,0.0,3,[0.78107863]
3,0.0,4,[0.78480383]
4,0.0,5,[0.78701983]
5,0.7853981633974483,1,[0.81858266]
6,0.7853981633974483,2,[0.81858266]
7,0.7853981633974483,3,[0.79376632]
8,0.7853981633974483,4,[0.79478611]
9,0.7853981633974483,5,[0.7933947]
10,1.5707963267948966,1,[0.85714558]
11,1.5707963267948966,2,[0.80548965]
12,1.5707963267948966,3,[0.79416931]
13,1.5707963267948966,4,[0.78921571]
14,1.5707963267948966,5,[0.78822699]
15,4.71238898038469,1,[0.85714558]
16,4.71238898038469,2,[0.80548965]
17,4.71238898038469,3,[0.79416931]
18,4.71238898038469,4,[0.78921571]
19,4.71238898038469,5,[0.78822699]
0,0.0,1,[0.5497076]
1,0.0,2,[0.44270064]
2,0.0,3,[0.39389953]
3,0.0,4,[0.36370972]
4,0.0,5,[0.36094361]
5,0.7853981633974483,1,[0.43948941]
6,0.7853981633974483,2,[0.43948941]
7,0.7853981633974483,3,[0.4720294]
8,0.7853981633974483,4,[0.39190952]
9,0.7853981633974483,5,[0.39799067]
10,1.5707963267948966,1,[0.46636765]
11,1.5707963267948966,2,[0.40577513]
12,1.5707963267948966,3,[0.39514634]
13,1.5707963267948966,4,[0.36194452]
14,1.5707963267948966,5,[0.34330351]
15,4.71238898038469,1,[0.46636765]
16,4.71238898038469,2,[0.40577513]
17,4.71238898038469,3,[0.39514634]
18,4.71238898038469,4,[0.36194452]
19,4.71238898038469,5,[0.34330351]
0,0.0,1,[0.73195046]
1,0.0,2,[0.67550698]
2,0.0,3,[0.6847942]
3,0.0,4,[0.68870175]
4,0.0,5,[0.69760832]
5,0.7853981633974483,1,[0.76675729]
6,0.7853981633974483,2,[0.76675729]
7,0.7853981633974483,3,[0.71945921]
8,0.7853981633974483,4,[0.71155881]
9,0.7853981633974483,5,[0.70845027]
10,1.5707963267948966,1,[0.80156865]
11,1.5707963267948966,2,[0.72700856]
12,1.5707963267948966,3,[0.7182716]
13,1.5707963267948966,4,[0.7133443]
14,1.5707963267948966,5,[0.70800069]
15,4.71238898038469,1,[0.80156865]
16,4.71238898038469,2,[0.72700856]
17,4.71238898038469,3,[0.7182716]
18,4.71238898038469,4,[0.7133443]
19,4.71238898038469,5,[0.70800069]
0,0.0,1,[0.71941327]
1,0.0,2,[0.66114111]
2,0.0,3,[0.66272359]
3,0.0,4,[0.66240477]
4,0.0,5,[0.66343319]
5,0.7853981633974483,1,[0.71657045]
6,0.7853981633974483,2,[0.71657045]
7,0.7853981633974483,3,[0.68609099]
8,0.7853981633974483,4,[0.67377791]
9,0.7853981633974483,5,[0.6661675]
10,1.5707963267948966,1,[0.78883129]
11,1.5707963267948966,2,[0.70175677]
12,1.5707963267948966,3,[0.67954754]
13,1.5707963267948966,4,[0.66959923]
14,1.5707963267948966,5,[0.66078614]
15,4.71238898038469,1,[0.78883129]
16,4.71238898038469,2,[0.70175677]
17,4.71238898038469,3,[0.67954754]
18,4.71238898038469,4,[0.66959923]
19,4.71238898038469,5,[0.66078614]
0,0.0,1,[0.55406554]
1,0.0,2,[0.45813949]
2,0.0,3,[0.38624314]
3,0.0,4,[0.35415062]
4,0.0,5,[0.33896818]
5,0.7853981633974483,1,[0.50179463]
6,0.7853981633974483,2,[0.50179463]
7,0.7853981633974483,3,[0.42361634]
8,0.7853981633974483,4,[0.37885849]
9,0.7853981633974483,5,[0.38341979]
10,1.5707963267948966,1,[0.50297052]
11,1.5707963267948966,2,[0.42106293]
12,1.5707963267948966,3,[0.37567158]
13,1.5707963267948966,4,[0.35079266]
14,1.5707963267948966,5,[0.33900023]
15,4.71238898038469,1,[0.50297052]
16,4.71238898038469,2,[0.42106293]
17,4.71238898038469,3,[0.37567158]
18,4.71238898038469,4,[0.35079266]
19,4.71238898038469,5,[0.33900023]
0,0.0,1,[0.9056077]
1,0.0,2,[0.89088505]
2,0.0,3,[0.88849596]
3,0.0,4,[0.88664277]
4,0.0,5,[0.88326421]
5,0.7853981633974483,1,[0.91938233]
6,0.7853981633974483,2,[0.91938233]
7,0.7853981633974483,3,[0.89668386]
8,0.7853981633974483,4,[0.88334795]
9,0.7853981633974483,5,[0.87269848]
10,1.5707963267948966,1,[0.92490519]
11,1.5707963267948966,2,[0.90121017]
12,1.5707963267948966,3,[0.89564963]
13,1.5707963267948966,4,[0.89181281]
14,1.5707963267948966,5,[0.88680468]
15,4.71238898038469,1,[0.92490519]
16,4.71238898038469,2,[0.90121017]
17,4.71238898038469,3,[0.89564963]
18,4.71238898038469,4,[0.89181281]
19,4.71238898038469,5,[0.88680468]
0,0.0,1,[0.75662562]
1,0.0,2,[0.73281751]
2,0.0,3,[0.73540434]
3,0.0,4,[0.74079261]
4,0.0,5,[0.74223978]
5,0.7853981633974483,1,[0.77388622]
6,0.7853981633974483,2,[0.77388622]
7,0.7853981633974483,3,[0.75331011]
8,0.7853981633974483,4,[0.7434591]
9,0.7853981633974483,5,[0.73128564]
10,1.5707963267948966,1,[0.8302944]
11,1.5707963267948966,2,[0.76813417]
12,1.5707963267948966,3,[0.75452456]
13,1.5707963267948966,4,[0.74611998]
14,1.5707963267948966,5,[0.73956116]
15,4.71238898038469,1,[0.8302944]
16,4.71238898038469,2,[0.76813417]
17,4.71238898038469,3,[0.75452456]
18,4.71238898038469,4,[0.74611998]
19,4.71238898038469,5,[0.73956116]
0,0.0,1,[0.70097222]
1,0.0,2,[0.56729864]
2,0.0,3,[0.50691258]
3,0.0,4,[0.45309092]
4,0.0,5,[0.41917109]
5,0.7853981633974483,1,[0.59273085]
6,0.7853981633974483,2,[0.59273085]
7,0.7853981633974483,3,[0.51537169]
8,0.7853981633974483,4,[0.48782676]
9,0.7853981633974483,5,[0.47503262]
10,1.5707963267948966,1,[0.62812987]
11,1.5707963267948966,2,[0.50669649]
12,1.5707963267948966,3,[0.47725207]
13,1.5707963267948966,4,[0.44395997]
14,1.5707963267948966,5,[0.43365501]
15,4.71238898038469,1,[0.62812987]
16,4.71238898038469,2,[0.50669649]
17,4.71238898038469,3,[0.47725207]
18,4.71238898038469,4,[0.44395997]
19,4.71238898038469,5,[0.43365501]
0,0.0,1,[0.954368]
1,0.0,2,[0.93269546]
2,0.0,3,[0.92598866]
3,0.0,4,[0.92216007]
4,0.0,5,[0.91711324]
5,0.7853981633974483,1,[0.95323408]
6,0.7853981633974483,2,[0.95323408]
7,0.7853981633974483,3,[0.93265461]
8,0.7853981633974483,4,[0.91982954]
9,0.7853981633974483,5,[0.90686448]
10,1.5707963267948966,1,[0.96481338]
11,1.5707963267948966,2,[0.94368877]
12,1.5707963267948966,3,[0.93179491]
13,1.5707963267948966,4,[0.92464873]
14,1.5707963267948966,5,[0.92051135]
15,4.71238898038469,1,[0.96481338]
16,4.71238898038469,2,[0.94368877]
17,4.71238898038469,3,[0.93179491]
18,4.71238898038469,4,[0.92464873]
19,4.71238898038469,5,[0.92051135]
0,0.0,1,[0.87786225]
1,0.0,2,[0.82390226]
2,0.0,3,[0.81195846]
3,0.0,4,[0.81267017]
4,0.0,5,[0.81048953]
5,0.7853981633974483,1,[0.86408844]
6,0.7853981633974483,2,[0.86408844]
7,0.7853981633974483,3,[0.81622369]
8,0.7853981633974483,4,[0.79873622]
9,0.7853981633974483,5,[0.78182221]
10,1.5707963267948966,1,[0.90061085]
11,1.5707963267948966,2,[0.84241863]
12,1.5707963267948966,3,[0.80957379]
13,1.5707963267948966,4,[0.79274027]
14,1.5707963267948966,5,[0.78234895]
15,4.71238898038469,1,[0.90061085]
16,4.71238898038469,2,[0.84241863]
17,4.71238898038469,3,[0.80957379]
18,4.71238898038469,4,[0.79274027]
19,4.71238898038469,5,[0.78234895]
0,0.0,1,[0.83092979]
1,0.0,2,[0.7375]
2,0.0,3,[0.69526882]
3,0.0,4,[0.64746544]
4,0.0,5,[0.61925266]
5,0.7853981633974483,1,[0.77470588]
6,0.7853981633974483,2,[0.77470588]
7,0.7853981633974483,3,[0.72047414]
8,0.7853981633974483,4,[0.67857143]
9,0.7853981633974483,5,[0.67328042]
10,1.5707963267948966,1,[0.80518519]
11,1.5707963267948966,2,[0.72279693]
12,1.5707963267948966,3,[0.69543651]
13,1.5707963267948966,4,[0.69444444]
14,1.5707963267948966,5,[0.68251634]
15,4.71238898038469,1,[0.80518519]
16,4.71238898038469,2,[0.72279693]
17,4.71238898038469,3,[0.69543651]
18,4.71238898038469,4,[0.69444444]
19,4.71238898038469,5,[0.68251634]
0,0.0,1,[0.97007341]
1,0.0,2,[0.95620203]
2,0.0,3,[0.94936497]
3,0.0,4,[0.94391082]
4,0.0,5,[0.93813933]
5,0.7853981633974483,1,[0.97337258]
6,0.7853981633974483,2,[0.97337258]
7,0.7853981633974483,3,[0.95515572]
8,0.7853981633974483,4,[0.94093298]
9,0.7853981633974483,5,[0.92817396]
10,1.5707963267948966,1,[0.97133448]
11,1.5707963267948966,2,[0.95667947]
12,1.5707963267948966,3,[0.94980872]
13,1.5707963267948966,4,[0.94440225]
14,1.5707963267948966,5,[0.9404259]
15,4.71238898038469,1,[0.97133448]
16,4.71238898038469,2,[0.95667947]
17,4.71238898038469,3,[0.94980872]
18,4.71238898038469,4,[0.94440225]
19,4.71238898038469,5,[0.9404259]
0,0.0,1,[0.94149899]
1,0.0,2,[0.92359343]
2,0.0,3,[0.91913889]
3,0.0,4,[0.9179706]
4,0.0,5,[0.915748]
5,0.7853981633974483,1,[0.94764247]
6,0.7853981633974483,2,[0.94764247]
7,0.7853981633974483,3,[0.92441739]
8,0.7853981633974483,4,[0.90982876]
9,0.7853981633974483,5,[0.89760645]
10,1.5707963267948966,1,[0.94943517]
11,1.5707963267948966,2,[0.92102159]
12,1.5707963267948966,3,[0.90925333]
13,1.5707963267948966,4,[0.90137157]
14,1.5707963267948966,5,[0.89542589]
15,4.71238898038469,1,[0.94943517]
16,4.71238898038469,2,[0.92102159]
17,4.71238898038469,3,[0.90925333]
18,4.71238898038469,4,[0.90137157]
19,4.71238898038469,5,[0.89542589]
0,0.0,1,[0.68554687]
1,0.0,2,[0.53610057]
2,0.0,3,[0.45893665]
3,0.0,4,[0.44068835]
4,0.0,5,[0.40774561]
5,0.7853981633974483,1,[0.48258805]
6,0.7853981633974483,2,[0.48258805]
7,0.7853981633974483,3,[0.37241622]
8,0.7853981633974483,4,[0.36614895]
9,0.7853981633974483,5,[0.34511616]
10,1.5707963267948966,1,[0.50057282]
11,1.5707963267948966,2,[0.39320595]
12,1.5707963267948966,3,[0.36689883]
13,1.5707963267948966,4,[0.40931575]
14,1.5707963267948966,5,[0.33966716]
15,4.71238898038469,1,[0.50057282]
16,4.71238898038469,2,[0.39320595]
17,4.71238898038469,3,[0.36689883]
18,4.71238898038469,4,[0.40931575]
19,4.71238898038469,5,[0.33966716]
0,0.0,1,[0.93380944]
1,0.0,2,[0.90014411]
2,0.0,3,[0.88900801]
3,0.0,4,[0.88263405]
4,0.0,5,[0.88050972]
5,0.7853981633974483,1,[0.94211656]
6,0.7853981633974483,2,[0.94211656]
7,0.7853981633974483,3,[0.90798041]
8,0.7853981633974483,4,[0.88806857]
9,0.7853981633974483,5,[0.87504461]
10,1.5707963267948966,1,[0.94779559]
11,1.5707963267948966,2,[0.92067312]
12,1.5707963267948966,3,[0.90801282]
13,1.5707963267948966,4,[0.89697394]
14,1.5707963267948966,5,[0.89098408]
15,4.71238898038469,1,[0.94779559]
16,4.71238898038469,2,[0.92067312]
17,4.71238898038469,3,[0.90801282]
18,4.71238898038469,4,[0.89697394]
19,4.71238898038469,5,[0.89098408]
0,0.0,1,[0.83902383]
1,0.0,2,[0.76063148]
2,0.0,3,[0.74030033]
3,0.0,4,[0.7426219]
4,0.0,5,[0.74719387]
5,0.7853981633974483,1,[0.8321497]
6,0.7853981633974483,2,[0.8321497]
7,0.7853981633974483,3,[0.75603783]
8,0.7853981633974483,4,[0.72360285]
9,0.7853981633974483,5,[0.70694192]
10,1.5707963267948966,1,[0.87092797]
11,1.5707963267948966,2,[0.79026494]
12,1.5707963267948966,3,[0.74781345]
13,1.5707963267948966,4,[0.72493241]
14,1.5707963267948966,5,[0.71077384]
15,4.71238898038469,1,[0.87092797]
16,4.71238898038469,2,[0.79026494]
17,4.71238898038469,3,[0.74781345]
18,4.71238898038469,4,[0.72493241]
19,4.71238898038469,5,[0.71077384]
0,0.0,1,[0.42471654]
1,0.0,2,[0.32319669]
2,0.0,3,[0.29084335]
3,0.0,4,[0.2593513]
4,0.0,5,[0.25164201]
5,0.7853981633974483,1,[0.32920454]
6,0.7853981633974483,2,[0.32920454]
7,0.7853981633974483,3,[0.27104057]
8,0.7853981633974483,4,[0.26008146]
9,0.7853981633974483,5,[0.2079973]
10,1.5707963267948966,1,[0.34735112]
11,1.5707963267948966,2,[0.30360156]
12,1.5707963267948966,3,[0.28888974]
13,1.5707963267948966,4,[0.28600789]
14,1.5707963267948966,5,[0.28335597]
15,4.71238898038469,1,[0.34735112]
16,4.71238898038469,2,[0.30360156]
17,4.71238898038469,3,[0.28888974]
18,4.71238898038469,4,[0.28600789]
19,4.71238898038469,5,[0.28335597]
0,0.0,1,[0.62622979]
1,0.0,2,[0.54629697]
2,0.0,3,[0.54489063]
3,0.0,4,[0.56740035]
4,0.0,5,[0.58022713]
5,0.7853981633974483,1,[0.70731074]
6,0.7853981633974483,2,[0.70731074]
7,0.7853981633974483,3,[0.61905437]
8,0.7853981633974483,4,[0.59330722]
9,0.7853981633974483,5,[0.58467189]
10,1.5707963267948966,1,[0.67843567]
11,1.5707963267948966,2,[0.58658043]
12,1.5707963267948966,3,[0.57715899]
13,1.5707963267948966,4,[0.57786537]
14,1.5707963267948966,5,[0.58023031]
15,4.71238898038469,1,[0.67843567]
16,4.71238898038469,2,[0.58658043]
17,4.71238898038469,3,[0.57715899]
18,4.71238898038469,4,[0.57786537]
19,4.71238898038469,5,[0.58023031]
0,0.0,1,[0.60675709]
1,0.0,2,[0.53580808]
2,0.0,3,[0.54216438]
3,0.0,4,[0.57032194]
4,0.0,5,[0.57454242]
5,0.7853981633974483,1,[0.65211405]
6,0.7853981633974483,2,[0.65211405]
7,0.7853981633974483,3,[0.59056205]
8,0.7853981633974483,4,[0.58477354]
9,0.7853981633974483,5,[0.58581648]
10,1.5707963267948966,1,[0.71206423]
11,1.5707963267948966,2,[0.60290056]
12,1.5707963267948966,3,[0.57668641]
13,1.5707963267948966,4,[0.5733804]
14,1.5707963267948966,5,[0.56723251]
15,4.71238898038469,1,[0.71206423]
16,4.71238898038469,2,[0.60290056]
17,4.71238898038469,3,[0.57668641]
18,4.71238898038469,4,[0.5733804]
19,4.71238898038469,5,[0.56723251]
0,0.0,1,[0.50915033]
1,0.0,2,[0.39245608]
2,0.0,3,[0.32443154]
3,0.0,4,[0.29717636]
4,0.0,5,[0.33524962]
5,0.7853981633974483,1,[0.48637203]
6,0.7853981633974483,2,[0.48637203]
7,0.7853981633974483,3,[0.39279777]
8,0.7853981633974483,4,[0.35593766]
9,0.7853981633974483,5,[0.32293575]
10,1.5707963267948966,1,[0.52859477]
11,1.5707963267948966,2,[0.42854794]
12,1.5707963267948966,3,[0.35429185]
13,1.5707963267948966,4,[0.36787722]
14,1.5707963267948966,5,[0.34805178]
15,4.71238898038469,1,[0.52859477]
16,4.71238898038469,2,[0.42854794]
17,4.71238898038469,3,[0.35429185]
18,4.71238898038469,4,[0.36787722]
19,4.71238898038469,5,[0.34805178]
0,0.0,1,[0.88232653]
1,0.0,2,[0.84126984]
2,0.0,3,[0.83598125]
3,0.0,4,[0.8343561]
4,0.0,5,[0.83114202]
5,0.7853981633974483,1,[0.9014198]
6,0.7853981633974483,2,[0.9014198]
7,0.7853981633974483,3,[0.86092215]
8,0.7853981633974483,4,[0.8437184]
9,0.7853981633974483,5,[0.82909729]
10,1.5707963267948966,1,[0.89736097]
11,1.5707963267948966,2,[0.85337302]
12,1.5707963267948966,3,[0.84175625]
13,1.5707963267948966,4,[0.8359375]
14,1.5707963267948966,5,[0.83305386]
15,4.71238898038469,1,[0.89736097]
16,4.71238898038469,2,[0.85337302]
17,4.71238898038469,3,[0.84175625]
18,4.71238898038469,4,[0.8359375]
19,4.71238898038469,5,[0.83305386]
0,0.0,1,[0.81790615]
1,0.0,2,[0.76533283]
2,0.0,3,[0.76004432]
3,0.0,4,[0.76208158]
4,0.0,5,[0.76278747]
5,0.7853981633974483,1,[0.81069818]
6,0.7853981633974483,2,[0.81069818]
7,0.7853981633974483,3,[0.77783488]
8,0.7853981633974483,4,[0.77222716]
9,0.7853981633974483,5,[0.76373434]
10,1.5707963267948966,1,[0.84268424]
11,1.5707963267948966,2,[0.77990151]
12,1.5707963267948966,3,[0.76004164]
13,1.5707963267948966,4,[0.75194194]
14,1.5707963267948966,5,[0.74834397]
15,4.71238898038469,1,[0.84268424]
16,4.71238898038469,2,[0.77990151]
17,4.71238898038469,3,[0.76004164]
18,4.71238898038469,4,[0.75194194]
19,4.71238898038469,5,[0.74834397]
0,0.0,1,[0.47820128]
1,0.0,2,[0.35426757]
2,0.0,3,[0.3252338]
3,0.0,4,[0.28327899]
4,0.0,5,[0.24364625]
5,0.7853981633974483,1,[0.39403171]
6,0.7853981633974483,2,[0.39403171]
7,0.7853981633974483,3,[0.31913527]
8,0.7853981633974483,4,[0.30433886]
9,0.7853981633974483,5,[0.2686616]
10,1.5707963267948966,1,[0.38837314]
11,1.5707963267948966,2,[0.32613146]
12,1.5707963267948966,3,[0.35864127]
13,1.5707963267948966,4,[0.36733551]
14,1.5707963267948966,5,[0.31864303]
15,4.71238898038469,1,[0.38837314]
16,4.71238898038469,2,[0.32613146]
17,4.71238898038469,3,[0.35864127]
18,4.71238898038469,4,[0.36733551]
19,4.71238898038469,5,[0.31864303]
0,0.0,1,[0.84325462]
1,0.0,2,[0.81053397]
2,0.0,3,[0.80052992]
3,0.0,4,[0.7882509]
4,0.0,5,[0.77674824]
5,0.7853981633974483,1,[0.8077549]
6,0.7853981633974483,2,[0.8077549]
7,0.7853981633974483,3,[0.77508714]
8,0.7853981633974483,4,[0.75465716]
9,0.7853981633974483,5,[0.74298214]
10,1.5707963267948966,1,[0.83049502]
11,1.5707963267948966,2,[0.79614719]
12,1.5707963267948966,3,[0.77894898]
13,1.5707963267948966,4,[0.76588832]
14,1.5707963267948966,5,[0.75655395]
15,4.71238898038469,1,[0.83049502]
16,4.71238898038469,2,[0.79614719]
17,4.71238898038469,3,[0.77894898]
18,4.71238898038469,4,[0.76588832]
19,4.71238898038469,5,[0.75655395]
0,0.0,1,[0.70443638]
1,0.0,2,[0.6353383]
2,0.0,3,[0.62787807]
3,0.0,4,[0.60825211]
4,0.0,5,[0.60082053]
5,0.7853981633974483,1,[0.59681885]
6,0.7853981633974483,2,[0.59681885]
7,0.7853981633974483,3,[0.5312697]
8,0.7853981633974483,4,[0.50237799]
9,0.7853981633974483,5,[0.48413244]
10,1.5707963267948966,1,[0.65042585]
11,1.5707963267948966,2,[0.55984209]
12,1.5707963267948966,3,[0.52305978]
13,1.5707963267948966,4,[0.50042492]
14,1.5707963267948966,5,[0.48282375]
15,4.71238898038469,1,[0.65042585]
16,4.71238898038469,2,[0.55984209]
17,4.71238898038469,3,[0.52305978]
18,4.71238898038469,4,[0.50042492]
19,4.71238898038469,5,[0.48282375]
0,0.0,1,[0.58475514]
1,0.0,2,[0.43670437]
2,0.0,3,[0.38178693]
3,0.0,4,[0.34245488]
4,0.0,5,[0.3029832]
5,0.7853981633974483,1,[0.49621532]
6,0.7853981633974483,2,[0.49621532]
7,0.7853981633974483,3,[0.46794141]
8,0.7853981633974483,4,[0.44413411]
9,0.7853981633974483,5,[0.42878039]
10,1.5707963267948966,1,[0.51980579]
11,1.5707963267948966,2,[0.43242665]
12,1.5707963267948966,3,[0.41722803]
13,1.5707963267948966,4,[0.37264832]
14,1.5707963267948966,5,[0.34917804]
15,4.71238898038469,1,[0.51980579]
16,4.71238898038469,2,[0.43242665]
17,4.71238898038469,3,[0.41722803]
18,4.71238898038469,4,[0.37264832]
19,4.71238898038469,5,[0.34917804]
0,0.0,1,[0.69202869]
1,0.0,2,[0.59927012]
2,0.0,3,[0.5769003]
3,0.0,4,[0.57325187]
4,0.0,5,[0.58618685]
5,0.7853981633974483,1,[0.70268621]
6,0.7853981633974483,2,[0.70268621]
7,0.7853981633974483,3,[0.63281881]
8,0.7853981633974483,4,[0.60803332]
9,0.7853981633974483,5,[0.59286824]
10,1.5707963267948966,1,[0.69965078]
11,1.5707963267948966,2,[0.60772249]
12,1.5707963267948966,3,[0.59385923]
13,1.5707963267948966,4,[0.5867806]
14,1.5707963267948966,5,[0.58952827]
15,4.71238898038469,1,[0.69965078]
16,4.71238898038469,2,[0.60772249]
17,4.71238898038469,3,[0.59385923]
18,4.71238898038469,4,[0.5867806]
19,4.71238898038469,5,[0.58952827]
0,0.0,1,[0.68844718]
1,0.0,2,[0.60951196]
2,0.0,3,[0.6021156]
3,0.0,4,[0.59190416]
4,0.0,5,[0.6042481]
5,0.7853981633974483,1,[0.68169695]
6,0.7853981633974483,2,[0.68169695]
7,0.7853981633974483,3,[0.62230094]
8,0.7853981633974483,4,[0.61714967]
9,0.7853981633974483,5,[0.60156353]
10,1.5707963267948966,1,[0.71224972]
11,1.5707963267948966,2,[0.61152953]
12,1.5707963267948966,3,[0.59290843]
13,1.5707963267948966,4,[0.58565847]
14,1.5707963267948966,5,[0.5738823]
15,4.71238898038469,1,[0.71224972]
16,4.71238898038469,2,[0.61152953]
17,4.71238898038469,3,[0.59290843]
18,4.71238898038469,4,[0.58565847]
19,4.71238898038469,5,[0.5738823]
0,0.0,1,[0.86713287]
1,0.0,2,[0.77424242]
2,0.0,3,[0.71404959]
3,0.0,4,[0.67727273]
4,0.0,5,[0.67373737]
5,0.7853981633974483,1,[0.80769231]
6,0.7853981633974483,2,[0.80769231]
7,0.7853981633974483,3,[0.70925926]
8,0.7853981633974483,4,[0.625]
9,0.7853981633974483,5,[0.57142857]
10,1.5707963267948966,1,[0.8]
11,1.5707963267948966,2,[0.68809524]
12,1.5707963267948966,3,[0.62053571]
13,1.5707963267948966,4,[0.59387755]
14,1.5707963267948966,5,[0.54880952]
15,4.71238898038469,1,[0.8]
16,4.71238898038469,2,[0.68809524]
17,4.71238898038469,3,[0.62053571]
18,4.71238898038469,4,[0.59387755]
19,4.71238898038469,5,[0.54880952]
0,0.0,1,[0.95075129]
1,0.0,2,[0.91811919]
2,0.0,3,[0.89808399]
3,0.0,4,[0.88227736]
4,0.0,5,[0.86935367]
5,0.7853981633974483,1,[0.91813688]
6,0.7853981633974483,2,[0.91813688]
7,0.7853981633974483,3,[0.88049821]
8,0.7853981633974483,4,[0.85579223]
9,0.7853981633974483,5,[0.8342708]
